불의를 기뻐하지 아니하며 진리와 함께 기뻐하고 모든 것을 참으며 모든 것을 믿으며 모든 것을 바라며 모든 것을 견디느니라,"Love rejoices in the truth, but not in evil. Love is always supportive, loyal, hopeful, and trusting.",고린도전서 13장 6~7절,1 Corinthians 13:6,사랑
또 주께서 우리가 너희를 사랑함과 같이 너희도 피차간과 모든 사람에 대한 사랑이 더욱 많아 넘치게 하사,May the Lord make your love for each other and for everyone else grow by leaps and bounds. That's how our love for you has grown.,데살로니가전서 3장 12절,1 Thessalonians 3:12,사랑
사랑하는 자들아 우리가 서로 사랑하자 사랑은 하나님께 속한 것이니 사랑하는 자마다 하나님으로부터 나서 하나님을 알고,"My dear friends, we must love each other. Love comes from God, and when we love each other, it shows that we have been given new life. We are now God's children, and we know him.",요한 1서 4장 7절,1 John 4:7,사랑
하나님의 사랑이 우리에게 이렇게 나타난 바 되었으니 하나님이 자기의 독생자를 세상에 보내심은 그로 말미암아 우리를 살리려 하심이라 사랑은 여기 있으니 우리가 하나님을 사랑한 것이 아니요 하나님이 우리를 사랑하사 우리 죄를 속하기 위하여 화목제물로 그 아들을 보내셨음이라 사랑하는 자들아 하나님이 이같이 우리를 사랑하셨은즉 우리도 서로 사랑하는 것이 마땅하도다,"God showed his love for us when he sent his only Son into the world to give us life. Real love isn't our love for God, but his love for us. God sent his Son to be the sacrifice by which our sins are forgiven.",요한일서 4장 9~11절,1 John 4:9,사랑
사랑 안에 두려움이 없고 온전한 사랑이 두려움을 내쫓나니 두려움에는 형벌이 있음이라 두려워하는 자는 사랑 안에서 온전히 이루지 못하였느니라 우리가 사랑함은 그가 먼저 우리를 사랑하셨음이라,A real love for others will chase those worries away. The thought of being punished is what makes us afraid. It shows that we have not really learned to love.,요한1서 4장 18~19절,1 John 4:18,사랑
너는 나를 도장 같이 마음에 품고 도장 같이 팔에 두라 사랑은 죽음 같이 강하고 질투는 스올 같이 잔인하며 불길 같이 일어나니 그 기세가 여호와의 불과 같으니라 많은 물도 이 사랑을 끄지 못하겠고 홍수라도 삼키지 못하나니 사람이 그의 온 가산을 다 주고 사랑과 바꾸려 할지라도 오히려 멸시를 받으리라 우리에게 있는 작은 누이는 아직도 유방이 없구나 그가 청혼을 받는 날에는 우리가 그를 위하여 무엇을 할까,"Always keep me in your heart and wear this bracelet to remember me by. The passion of love bursting into flame is more powerful than death, stronger than the grave. Love cannot be drowned by oceans or floods; it cannot be bought, no matter what is offered.",아가서 8장 6~7절,Song of Songs 8:6 ,사랑
모든 겸손과 온유로 하고 오래 참음으로 사랑 가운데서 서로 용납하고,Always be humble and gentle. Patiently put up with each other and love each other.,에베소서 4:2,Ephesians 4:2,사랑
내 계명은 곧 내가 너희를 사랑한 것 같이 너희도 서로 사랑하라 하는 이것이니라,"Now I tell you to love each other, as I have loved you.",요한복음 15장 12절,John 15:12,사랑
"그런즉 믿음, 소망, 사랑, 이 세 가지는 항상 있을 것인데 그 중의 제일은 사랑이라","For now there are faith, hope, and love. But of these three, the greatest is love.",고린도전서 13장 13절,1 Corinthians 13:13,사랑
여호와의 율법은 완전하여 영혼을 소성케 하고 여호와의 증거는 확실하여 우둔한 자로 지혜롭게 하며,"The Law of the LORD is perfect; it gives us new life. His teachings last forever, and they give wisdom to ordinary people.",시편 19편 7절,Psalms 19:7,기타
우리에게 우리 날 계수함을 가르치사 지혜의 마음을 얻게 하소서,Teach us to use wisely all the time we have.,시편 90편 12절,Psalms 90:12,지혜
너희 중에 누구든지 지혜가 부족하거든 모든 사람에게 후히 주시고 꾸짖지 아니하시는 하나님께 구하라 그리하면 주시리라,"If any of you need wisdom, you should ask God, and it will be given to you. God is generous and won't correct you for asking.",야고보서 1장 5절,James 1:5,지혜
그는 정직한 자를 위하여 완전한 지혜를 예비하시며 행실이 온전한 자에게 방패가 되시나니,God gives helpful advice d) to everyone who obeys him and protects all of those who live as they should.,잠언 2장 7절,Proverbs 2:7,지혜
게으른 자여 개미에게로 가서 그 하는 것을 보고 지혜를 얻으라,You lazy people can learn by watching an anthill.,잠언 6장 6절,Proverbs 6:6,지혜
여호와를 경외하는 것이 지혜의 근본이요 거룩하신 자를 아는 것이 명철이니라,"Respect and obey the LORD! This is the beginning of wisdom. m) To have understanding, you must know the Holy God.",잠언 9장 10절,Proverbs 9:10,지혜
훈계를 들어서 지혜를 얻으라 그것을 버리지 말라,"Listen carefully to my instructions, and you will be wise.",잠언 8장 33절,Proverbs 8:33,지혜
율법을 지키는 자는 지혜로운 아들이요 탐식자를 사귀는 자는 아비를 욕되게 하는 자니라,"It makes good sense to obey the Law of God, but you disgrace your parents if you make friends with worthless nobodies.",잠언 28장 7절,Proverbs 28:7,지혜
채찍과 꾸지람이 지혜를 주거늘 임의로 하게 버려두면 그 자식은 어미를 욕되게 하느니라,"Correct your children, and they will be wise; children out of control disgrace their mothers.",잠언 29장 15절,Proverbs 29:15,지혜
또 사람에게 이르시기를 주를 경외함이 곧 지혜요 악을 떠남이 명철이라 하셨느니라,"God told us, ""Wisdom means that you respect me, the Lord, and turn from sin.""",욥기 28장 28절,Job 28:28,지혜
그러므로 우리가 낙심하지 아니하노니 겉사람은 후패하나 우리의 속은 날로 새롭도다,"We never give up. Our bodies are gradually dying, but we ourselves are being made stronger each day.",고린도후서 4장 16절,2 Corinthians 4:16,위로
느헤미야가 또 그들에게 이르기를 너희는 가서 살진 것을 먹고 단 것을 마시되 준비하지 못한 자에게는 나누어 주라 이 날은 우리 주의 성일이니 근심하지 말라 여호와로 인하여 기뻐하는 것이 너희의 힘이니라 하고,"Nehemiah told the people, ""Enjoy your good food and wine and share some with those who didn't have anything to bring. Don't be sad! This is a special day for the LORD, and he will make you happy and strong.""",느헤미야 8장 10절,Nehemiah 8:10,위로
수고하고 무거운 짐 진 자들아 다 내게로 오라 내가 너희를 쉬게 하리라,"If you are tired from carrying heavy burdens, come to me and I will give you rest.",마태복음 11장 28절,Matthew 11:28,위로
너희가 기도할 때에 무엇이든지 믿고 구하는 것은 다 받으리라 하시니라,"If you have faith when you pray, you will be given whatever you ask for.""",마태복음 21장 22절,Matthew 21:22,위로
내가 너와 함께 있어 네가 어디로 가든지 너를 지키며 너를 이끌어 이 땅으로 돌아오게 할찌라 내가 네게 허락한 것을 다 이루기까지 너를 떠나지 아니하리라 하신지라,"Wherever you go, I will watch over you, then later I will bring you back to this land. I won't leave you--I will do all I have promised.",창세기 28장 15절,Genesis 28:15,위로
그러므로 염려하여 이르기를 무엇을 먹을까 무엇을 마실까 무엇을 입을까 하지 말라,"Don't worry and ask yourselves, ""Will we have anything to eat? Will we have anything to drink? Will we have any clothes to wear?""",마태복음 6장 31절,Matthew 6:31,위로
룻이 가로되 내 주여 내가 당신께 은혜 입기를 원하나이다 나는 당신의 시녀의 하나와 같지 못하오나 당신이 이 시녀를 위로하시고 마음을 기쁘게 하는 말씀을 하셨나이다,"Ruth replied, ""Sir, it's good of you to speak kindly to me and make me feel so welcome. I'm not even one of your servants.""",룻기 2장 13절,Ruth 2:13,위로
하나님의 위로와 네게 온유하게 하시는 말씀을 네가 어찌 작다 하느냐,And you have been offered comforting words from God. Isn't this enough?,욥기 15장 11절,Job 15:11,위로
우리 주 예수 그리스도와 우리를 사랑하시고 영원한 위로와 좋은 소망을 은혜로 주신 하나님 우리 아버지께서,God our Father loves us. He is kind and has given us eternal comfort and a wonderful hope. We pray that our Lord Jesus Christ and God our Father,데살로니가후서 2장 16절,2 Thessalonians 2:16,위로
너희 마음을 위로하시고 모든 선한 일과 말에 굳게 하시기를 원하노라,will encourage you and help you always to do and say the right thing.,데살로니가후서 2장 17절,2 Thessalonians 2:17,위로
나의 하나님이여 귀를 기울여 들으시며 눈을 떠서 우리의 황폐된 상황과 주의 이름으로 일컫는 성을 보옵소서 우리가 주의 앞에 간구하옵는 것은 우리의 의를 의지하여 하는 것이 아니요 주의 큰 긍휼을 의지하여 함이오니,"Please show mercy to your chosen city, not because we deserve it, but because of your great kindness. Forgive us! Hurry and do something, not only for your city and your chosen people, but to bring honor to yourself.",다니엘 9장 18절,Daniel 9:18,위로
"겁내는 자에게 이르기를 너는 굳세게 하라, 두려워 말라, 보라 너희 하나님이 오사 보수하시며 보복하여 주실 것이라 그가 오사 너희를 구하시리라 하라"," ""Cheer up! Don't be afraid. Your God is coming to punish your enemies. God will take revenge on them and rescue you.""",이사야 35장 4절,Isaiah 35:4,위로
우리 구원의 하나님이여 우리를 돌이키시고 우리에게 향하신 주의 분노를 그치소서,"Our LORD and our God, you save us! Please bring us back home and don't be angry.",시편 85편 4절,Psalms 85:4,위로
여호와 그가 네 앞서 행하시며 너와 함께하사 너를 떠나지 아니하시며 버리지 아니하시리니 너는 두려워 말라 놀라지 말라,"The LORD will lead you into the land. He will always be with you and help you, so don't ever be afraid of your enemies.",신명기 31장 8절,Deuteronomy 31:8,위로
주께서 나의 슬픔을 변하여 춤이 되게 하시며 나의 베옷을 벗기고 기쁨으로 띠 띠우셨나이다,You have turned my sorrow into joyful dancing. No longer am I sad and wearing sackcloth.,시편 30편 11절,Psalms 30:11,위로
이 말씀은 나의 곤란 중에 위로라 주의 말씀이 나를 살리셨음이니이다,"When I am hurting, I find comfort in your promise that leads to life.",시편 119편 50절,Psalms 119:50,위로
내가 사망의 음침한 골짜기로 다닐지라도 해를 두려워하지 않을 것은 주께서 나와 함께 하심이라 주의 지팡이와 막대기가 나를 안위하시나이다," I may walk through valleys as dark as death, but I won't be afraid. You are with me, and your shepherd's rod d) makes me feel safe.",시편 23장 4절,Psalms 23:4,위로
우리의 모든 환난 중에서 우리를 위로하사 우리로 하여금 하나님께 받는 위로로써 모든 환난 중에 있는 자들을 능히 위로하게 하시는 이시로다,"He comforts us when we are in trouble, so that we can share that same comfort with others in trouble.",고린도후서 1장 4절,2 Corinthians 1:4,위로
내가 주를 의뢰하고 적군에 달리며 내 하나님을 의지하고 성벽을 뛰어 넘나이다,You help me defeat armies and capture cities.,사무엘하 22장 30절,2 Samuel 22:30,기타
